id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
7673608,5/4/15,House,Private room,$97.00,11,100,5.69
6993421,10/14/14,Condominium,Entire home/apt,$148.00,17,95,5.67
4737080,12/3/14,Apartment,Entire home/apt,$120.00,52,98,5.67
7078060,4/23/12,Apartment,Private room,$69.00,17,95,5.67
7483909,7/22/15,Apartment,Private room,$74.00,13,94,5.65
3143254,5/25/12,House,Private room,$60.00,87,84,5.64
7582176,7/26/15,House,Shared room,$25.00,12,92,5.63
5238854,2/9/14,Apartment,Private room,$119.00,43,89,5.63
7849221,8/13/15,Apartment,Entire home/apt,$84.00,6,80,5.62
4075630,6/16/14,Apartment,Entire home/apt,$115.00,66,97,5.61
5504336,4/8/14,Apartment,Entire home/apt,$109.00,14,96,5.6
6686012,1/2/15,Apartment,Entire home/apt,$175.00,16,98,5.58
6714977,4/25/15,Apartment,Private room,$118.00,21,94,5.58
3138825,10/9/13,Apartment,Entire home/apt,$89.00,91,80,5.58
3717921,8/29/12,Condominium,Entire home/apt,$120.00,13,100,5.57
3585870,4/2/12,Apartment,Entire home/apt,$125.00,81,93,5.57
7418996,7/18/15,Apartment,Entire home/apt,$100.00,13,93,5.57
3944822,6/4/14,Apartment,Entire home/apt,$90.00,65,95,5.56
3843678,3/24/14,Apartment,Private room,$65.00,74,88,5.54
5310750,7/16/14,Apartment,Private room,$89.00,29,90,5.54
7933295,10/16/13,Condominium,Private room,$85.00,7,100,5.53
1294927,6/20/13,Apartment,Private room,$120.00,149,98,5.53
4968299,5/2/14,Apartment,Private room,$60.00,46,94,5.52
7145235,1/27/15,Apartment,Entire home/apt,$158.00,9,96,5.51
6948053,6/22/15,Apartment,Private room,$89.00,18,98,5.51
4112130,6/16/14,Apartment,Entire home/apt,$125.00,69,99,5.51
7842651,8/15/14,Apartment,Entire home/apt,$110.00,9,98,5.51
4794968,12/18/12,Apartment,Entire home/apt,$129.00,51,94,5.5
3088192,5/19/14,Apartment,Entire home/apt,$150.00,86,98,5.5
2503128,1/4/13,Apartment,Entire home/apt,$225.00,105,95,5.5
7218497,6/22/15,Apartment,Private room,$79.00,15,99,5.49
1612494,9/2/13,Apartment,Entire home/apt,$95.00,28,94,5.49
6319095,11/5/14,Loft,Entire home/apt,$175.00,18,98,5.45
5278739,10/11/13,Apartment,Entire home/apt,$99.00,38,97,5.45
7621560,8/7/13,Apartment,Private room,$60.00,10,98,5.45
7698099,6/7/15,Apartment,Shared room,$25.00,10,92,5.45
7387648,7/16/15,Apartment,Private room,$64.00,14,91,5.45
5851115,3/5/15,Apartment,Entire home/apt,$95.00,33,92,5.44
2624147,2/5/14,Apartment,Entire home/apt,$105.00,20,99,5.41
3273109,7/11/12,House,Private room,$95.00,29,96,5.4
7805526,10/6/14,Apartment,Shared room,$35.00,9,87,5.4
5874798,4/2/15,Apartment,Private room,$75.00,30,93,5.39
5652950,1/30/15,Apartment,Entire home/apt,$139.00,30,99,5.39
6150893,1/10/13,Apartment,Entire home/apt,$150.00,26,97,5.38
6184554,4/20/15,Apartment,Entire home/apt,$129.00,17,99,5.37
5591143,3/7/15,Apartment,Private room,$79.00,36,94,5.37
2373740,2/10/14,Apartment,Private room,$72.00,10,98,5.36
7460189,2/1/12,Apartment,Private room,$60.00,10,94,5.36
7358905,2/18/15,Apartment,Private room,$85.00,10,100,5.36
7699454,6/7/15,Apartment,Shared room,$25.00,10,96,5.36
3220677,12/2/12,Apartment,Private room,$75.00,86,91,5.36
5496659,2/28/15,House,Entire home/apt,$55.00,36,89,5.35
