id,host_since,property_type,room_type,price,number_of_reviews,review_scores_rating,reviews_per_month
5164581,1/13/14,House,Private room,$40.00,58,94,5.26
7110655,9/10/13,Apartment,Entire home/apt,$99.00,30,94,5.26
1349175,11/27/11,House,Private room,$80.00,158,96,5.25
8847979,9/18/14,Apartment,Entire home/apt,$89.00,14,97,5.25
2746782,10/30/12,Apartment,Entire home/apt,$90.00,109,97,5.24
7363727,7/15/15,House,Private room,$70.00,26,98,5.23
8817038,9/24/12,Apartment,Entire home/apt,$85.00,12,97,5.22
63308,12/3/10,House,Entire home/apt,$89.00,320,98,5.2
7471629,9/17/13,Apartment,Entire home/apt,$79.00,27,96,5.19
8339428,4/21/15,Condominium,Entire home/apt,$90.00,14,99,5.19
2525172,9/3/12,Townhouse,Private room,$67.00,108,96,5.19
2039149,3/4/13,House,Entire home/apt,$225.00,121,91,5.15
7902330,1/30/15,House,Private room,$39.00,23,97,5.15
6796246,6/11/15,House,Entire home/apt,$90.00,34,95,5.13
158345,6/29/11,House,Private room,$55.00,277,97,5.13
3449059,5/13/13,Apartment,Entire home/apt,$144.00,92,85,5.12
4404126,12/22/13,Apartment,Private room,$70.00,22,98,5.12
7087957,6/30/15,Apartment,Entire home/apt,$126.00,29,98,5.12
6453383,8/2/14,House,Private room,$69.00,38,96,5.11
544433,6/12/12,Apartment,Entire home/apt,$95.00,219,97,5.1
413733,4/2/12,House,Entire home/apt,$125.00,31,99,5.08
4264043,10/4/14,Apartment,Entire home/apt,$75.00,76,87,5.08
8939433,1/30/15,House,Private room,$43.00,12,87,5.07
1171574,12/25/12,House,Private room,$65.00,158,98,5.04
4264056,10/4/14,Apartment,Entire home/apt,$75.00,65,79,5.04
4449303,8/14/14,House,Private room,$80.00,50,95,5.02
1599856,8/30/13,House,Entire home/apt,$125.00,138,92,5.01
8723086,10/5/15,Apartment,Entire home/apt,$85.00,15,96,5
7363462,1/30/15,House,Private room,$45.00,28,89,5
8616606,9/29/15,House,Entire home/apt,$105.00,14,97,5
1246769,8/27/11,Apartment,Entire home/apt,$129.00,154,96,4.98
5030361,1/11/15,Apartment,Private room,$90.00,49,96,4.98
6240501,2/24/15,Apartment,Private room,$72.00,40,89,4.98
7402190,9/24/14,House,Private room,$65.00,28,96,4.97
762029,10/30/12,Camper/RV,Private room,$60.00,191,97,4.96
8310398,6/8/15,House,Private room,$75.00,19,95,4.96
8187537,1/28/13,Apartment,Entire home/apt,$110.00,18,98,4.95
6327506,3/22/14,Townhouse,Entire home/apt,$65.00,33,99,4.95
5127136,1/21/15,Townhouse,Entire home/apt,$139.00,43,98,4.94
6603061,6/18/14,Apartment,Private room,$65.00,29,92,4.94
975179,3/5/13,House,Private room,$55.00,168,95,4.93
7229015,7/3/15,Townhouse,Private room,$69.00,29,97,4.92
2621746,3/20/11,Apartment,Entire home/apt,$99.00,106,93,4.92
4022127,4/5/13,Townhouse,Entire home/apt,$79.00,61,90,4.92
9311687,11/6/15,Apartment,Private room,$68.00,9,87,4.91
421168,4/8/12,Other,Private room,$69.00,209,96,4.91
58503,7/2/10,House,Entire home/apt,$75.00,76,94,4.91
4760968,7/26/13,House,Private room,$60.00,64,98,4.91
6387576,5/9/15,House,Private room,$89.00,38,97,4.91
7664565,3/16/14,Apartment,Private room,$60.00,25,98,4.9
2284536,5/20/10,House,Entire home/apt,$99.00,111,92,4.89
6776229,5/21/15,Apartment,Entire home/apt,$129.00,21,96,4.88
2536507,3/22/13,Apartment,Entire home/apt,$99.00,105,98,4.87
7789438,6/10/12,Apartment,Entire home/apt,$139.00,19,99,4.87
706385,4/4/12,Apartment,Entire home/apt,$138.00,188,100,4.85
6687939,7/15/14,Apartment,Entire home/apt,$100.00,33,99,4.85
1432713,7/24/13,Apartment,Entire home/apt,$120.00,142,93,4.85
7748905,1/29/14,Apartment,Private room,$82.00,24,98,4.83
4211081,11/7/11,House,Entire home/apt,$256.00,70,98,4.83
5386937,2/17/15,Apartment,Entire home/apt,$120.00,51,96,4.83
5261239,2/4/15,Apartment,Entire home/apt,$103.00,52,81,4.83
6658052,1/18/12,Apartment,Entire home/apt,$149.00,32,97,4.82
8033438,4/3/13,House,Private room,$49.00,18,92,4.82
4760181,6/26/12,House,Private room,$55.00,60,97,4.81
6107901,8/18/14,Apartment,Entire home/apt,$105.00,37,98,4.81
7634011,6/24/15,House,Entire home/apt,$104.00,24,82,4.8
1039766,4/1/13,Apartment,Private room,$60.00,147,89,4.8
9262389,2/1/14,Apartment,Entire home/apt,$78.00,8,100,4.8
1618842,9/3/13,Apartment,Entire home/apt,$95.00,115,99,4.79
5060388,10/28/13,Cabin,Entire home/apt,$95.00,38,97,4.79
7048843,6/28/15,House,Private room,$40.00,26,86,4.79
4157572,9/20/14,House,Private room,$65.00,67,98,4.77
7563243,10/2/12,Yurt,Entire home/apt,$100.00,25,100,4.75
2367298,12/29/11,Apartment,Entire home/apt,$129.00,109,94,4.75
8939736,1/30/15,House,Private room,$43.00,9,96,4.74
7616008,8/24/14,Apartment,Entire home/apt,$135.00,21,96,4.74
7349029,7/14/15,Apartment,Entire home/apt,$100.00,27,99,4.74
533443,5/14/12,House,Private room,$55.00,204,97,4.74
856550,10/30/12,Cabin,Private room,$60.00,173,97,4.73
6883913,2/22/15,Apartment,Entire home/apt,$120.00,31,95,4.72
2693137,4/1/14,Apartment,Private room,$58.00,89,89,4.71
7763613,9/10/14,Condominium,Entire home/apt,$149.00,19,93,4.71
4218733,9/28/14,Apartment,Entire home/apt,$110.00,71,90,4.7
522287,6/7/12,House,Private room,$55.00,203,95,4.7
2471659,7/4/12,House,Entire home/apt,$100.00,80,96,4.69
6781308,5/21/15,Apartment,Entire home/apt,$125.00,32,97,4.68
456040,7/9/11,House,Private room,$55.00,207,96,4.68
3678718,4/4/13,Apartment,Entire home/apt,$75.00,79,96,4.67
565703,6/29/12,Apartment,Entire home/apt,$128.00,158,92,4.67
3552523,12/28/09,Apartment,Entire home/apt,$69.00,84,92,4.67
7305969,7/12/15,Townhouse,Private room,$90.00,27,100,4.66
2763078,2/6/13,House,Private room,$70.00,97,92,4.66
9138923,9/9/14,Apartment,Entire home/apt,$85.00,9,100,4.66
4439293,9/25/13,Apartment,Entire home/apt,$121.00,66,95,4.64
3293438,6/10/14,Apartment,Entire home/apt,$85.00,88,98,4.63
4752817,12/5/14,Apartment,Entire home/apt,$179.00,57,94,4.63
7382303,11/11/14,House,Entire home/apt,$150.00,25,98,4.63
4318814,10/12/14,House,Entire home/apt,$120.00,63,95,4.63
6183721,2/6/11,Apartment,Entire home/apt,$160.00,38,96,4.63
8355276,10/2/14,Apartment,Entire home/apt,$65.00,14,87,4.62
1205666,5/26/13,House,Private room,$75.00,146,98,4.62
9075656,10/24/15,House,Private room,$49.00,10,100,4.62
7149703,8/10/14,Apartment,Private room,$59.00,24,93,4.62
9386179,8/25/15,Apartment,Entire home/apt,$69.00,6,83,4.62
6644854,9/26/12,Townhouse,Entire home/apt,$250.00,31,88,4.6
1323446,6/22/13,Apartment,Entire home/apt,$98.00,139,97,4.59
1773803,8/8/13,Apartment,Entire home/apt,$89.00,124,82,4.59
4933447,12/31/14,House,Private room,$99.00,45,98,4.58
3821822,8/8/14,Apartment,Entire home/apt,$75.00,78,98,4.57
797358,11/20/12,House,Private room,$68.00,67,99,4.57
8418650,9/16/15,Apartment,Entire home/apt,$100.00,12,98,4.56
4046863,11/16/13,House,Private room,$55.00,73,98,4.56
5625964,11/9/11,House,Private room,$61.00,33,98,4.56
3245876,10/16/13,Apartment,Private room,$66.00,84,95,4.55
7036707,5/12/15,Apartment,Entire home/apt,$80.00,25,99,4.55
6316917,3/20/11,Apartment,Entire home/apt,$90.00,35,94,4.55
1301535,3/28/11,House,Entire home/apt,$105.00,89,95,4.54
7988300,5/22/13,House,Private room,$65.00,13,100,4.53
6793490,3/17/13,House,Entire home/apt,$69.00,26,95,4.53
8627921,6/3/15,House,Entire home/apt,$70.00,13,98,4.53
7037522,1/1/14,Apartment,Entire home/apt,$80.00,27,96,4.53
3231850,6/26/12,Loft,Entire home/apt,$100.00,84,97,4.52
53867,8/1/10,House,Entire home/apt,$86.00,287,96,4.52
4023177,8/18/14,House,Private room,$119.00,33,96,4.52
5143441,7/24/10,Apartment,Entire home/apt,$110.00,49,97,4.51
5873892,8/23/14,House,Private room,$50.00,36,89,4.5
8503720,9/21/15,Apartment,Private room,$80.00,15,90,4.5
6557767,5/26/15,Condominium,Private room,$65.00,33,95,4.48
5660792,2/24/13,House,Private room,$120.00,41,93,4.47
7037291,6/27/15,Bungalow,Private room,$70.00,22,94,4.46
3977450,7/19/14,House,Private room,$36.00,67,94,4.46
3646393,5/11/11,House,Entire home/apt,$125.00,30,98,4.46
7550234,1/30/15,House,Private room,$40.00,23,94,4.45
4516960,10/22/14,Apartment,Entire home/apt,$159.00,57,98,4.44
7809455,2/9/14,House,Private room,$39.00,21,97,4.44
3386862,6/22/14,Apartment,Entire home/apt,$152.00,77,91,4.44
3038772,5/13/14,House,Private room,$55.00,86,94,4.43
6523393,4/29/13,Apartment,Entire home/apt,$95.00,26,98,4.43
3821663,5/13/13,Apartment,Entire home/apt,$160.00,74,88,4.41
6411259,5/15/14,House,Private room,$56.00,31,94,4.41
5422159,1/17/15,Apartment,Entire home/apt,$99.00,43,91,4.4
